Player,Age,Pos,Date,Tm,Opp,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Karl-Anthony Towns,21-072,C-F,1/26/17,MIN,IND,1,38,13,23,0.565,9,17,0.529,4,6,0.667,3,4,0.75,2,8,10,4,2,0,2,2,33,27.5
Kevin Durant,28-118,F-G,1/25/17,GSW,CHO,1,37,11,20,0.55,10,16,0.625,1,4,0.25,10,10,1,0,5,5,2,0,4,6,3,33,21.9
DeMarcus Cousins,26-127,C-F,12/18/16,SAC,DAL,1,35,12,24,0.5,10,18,0.556,2,6,0.333,7,10,0.7,0,6,6,0,0,1,2,3,33,19.1
Tim Hardaway,24-323,G,2/2/17,ATL,HOU,1,33,12,18,0.667,8,9,0.889,4,9,0.444,5,7,0.714,0,6,6,3,0,1,3,2,33,25.2
Giannis Antetokounmpo,22-080,F-G,2/24/17,MIL,UTA,1,34,10,16,0.625,8,12,0.667,2,4,0.5,11,15,0.733,4,8,12,3,4,1,6,4,33,28.6
Goran Dragic,30-334,G,4/5/17,MIA,CHO,1,33,13,21,0.619,8,12,0.667,5,9,0.556,2,2,1,0,1,1,4,2,0,1,1,33,27.2
James Harden,27-224,G,4/7/17,HOU,DET,1,38,10,25,0.4,3,6,0.5,7,19,0.368,6,7,0.857,2,7,9,12,0,1,1,4,33,29.1
LaMarcus Aldridge,31-159,F-C,12/25/16,SAS,CHI,1,38,15,20,0.75,15,20,0.75,0,0,,3,6,0.5,3,6,9,1,0,0,1,4,33,25.8
Paul George,26-270,F,1/27/17,IND,SAC,1,45,8,18,0.444,7,13,0.538,1,5,0.2,16,17,0.941,1,3,4,3,2,0,4,2,33,24.1
John Wall,26-057,G,11/2/16,WAS,TOR,1,37,13,19,0.684,13,16,0.813,0,3,0,7,9,0.778,1,4,5,11,3,1,9,3,33,27.2
Kyle Lowry,30-286,G,1/5/17,TOR,UTA,1,41,10,17,0.588,6,9,0.667,4,8,0.5,9,11,0.818,1,5,6,5,3,0,2,2,33,30.2
Jimmy Butler,27-206,G-F,4/8/17,CHI,BRK,1,38,12,22,0.545,7,17,0.412,5,5,1,4,4,1,1,6,7,4,0,0,3,0,33,24.7
Gordon Hayward,26-318,F-G,2/4/17,UTA,CHO,1,37,13,20,0.65,11,16,0.688,2,4,0.5,5,6,0.833,1,7,8,2,1,0,2,1,33,26.6
Damian Lillard,26-223,G,2/23/17,POR,ORL,1,32,12,23,0.522,8,16,0.5,4,7,0.571,5,6,0.833,0,5,5,2,0,0,2,3,33,21
Stephen Curry,28-241,G,11/10/16,GSW,DEN,1,30,10,17,0.588,3,4,0.75,7,13,0.538,6,6,1,1,4,5,6,1,0,4,1,33,27.8
Damian Lillard,26-230,G,3/2/17,POR,OKC,1,38,11,23,0.478,8,14,0.571,3,9,0.333,8,9,0.889,1,3,4,5,1,0,2,1,33,24.6
C.J. McCollum,25-050,G,11/8/16,POR,PHO,1,37,11,18,0.611,7,12,0.583,4,6,0.667,7,8,0.875,0,6,6,7,2,1,3,2,33,30
DeMarcus Cousins,26-090,C-F,11/11/16,SAC,POR,1,39,12,22,0.545,9,15,0.6,3,7,0.429,6,9,0.667,2,7,9,3,1,2,3,5,33,24.2
Russell Westbrook,28-002,G,11/14/16,OKC,DET,1,34,11,21,0.524,11,19,0.579,0,2,0,11,12,0.917,2,13,15,8,0,0,7,4,33,24.6
Jabari Parker,21-240,F,11/10/16,MIL,NOP,1,35,13,26,0.5,10,20,0.5,3,6,0.5,4,4,1,1,8,9,1,1,1,0,1,33,25.1
James Harden,27-138,G,1/11/17,HOU,MIN,1,39,10,23,0.435,8,12,0.667,2,11,0.182,11,13,0.846,0,6,6,12,1,2,6,0,33,26.7
Kentavious Caldwell-Pope,24-005,G,2/23/17,DET,CHO,1,43,11,25,0.44,4,10,0.4,7,15,0.467,4,4,1,1,8,9,3,0,0,0,1,33,24.7
Kevin Durant,28-051,F-G,11/19/16,GSW,MIL,1,36,10,17,0.588,5,9,0.556,5,8,0.625,8,11,0.727,0,6,6,5,2,1,0,5,33,29.9
Jusuf Nurkic,22-217,C,3/28/17,POR,DEN,1,33,12,15,0.8,12,15,0.8,0,0,,9,11,0.818,5,10,15,2,1,2,3,4,33,32.2
Bradley Beal,23-286,G,4/10/17,WAS,DET,1,33,13,20,0.65,10,12,0.833,3,8,0.375,4,4,1,0,2,2,3,0,1,1,2,33,25.8
Anthony Davis,23-241,F-C,11/7/16,NOP,GSW,1,35,11,18,0.611,10,16,0.625,1,2,0.5,10,13,0.769,1,12,13,1,0,0,3,1,33,25.2
Kawhi Leonard,25-177,F,12/23/16,SAS,POR,1,32,9,15,0.6,4,8,0.5,5,7,0.714,10,10,1,0,3,3,2,1,0,2,2,33,26.6
DeMar DeRozan,27-203,G,2/26/17,TOR,POR,1,36,9,16,0.563,9,14,0.643,0,2,0,15,16,0.938,0,6,6,2,2,1,4,2,33,26.1
DeMar DeRozan,27-097,G,11/12/16,TOR,NYK,1,36,11,23,0.478,10,22,0.455,1,1,1,10,13,0.769,2,5,7,4,2,0,2,1,33,25.4
Carmelo Anthony,32-194,F,12/9/16,NYK,SAC,1,36,9,22,0.409,6,12,0.5,3,10,0.3,12,14,0.857,0,7,7,4,1,1,2,3,33,23.8
Ricky Rubio,26-160,G,3/30/17,MIN,LAL,1,38,12,20,0.6,8,15,0.533,4,5,0.8,5,6,0.833,1,4,5,10,2,0,3,1,33,30.9
Giannis Antetokounmpo,22-071,F-G,2/15/17,MIL,BRK,1,40,13,25,0.52,13,24,0.542,0,1,0,7,10,0.7,2,7,9,3,4,1,0,2,33,29
Goran Dragic,30-313,G,3/15/17,MIA,NOP,1,32,11,18,0.611,6,9,0.667,5,9,0.556,6,8,0.75,1,4,5,2,1,1,1,2,33,27.2
DeMar DeRozan,27-085,G,10/31/16,TOR,DEN,1,39,13,23,0.565,13,22,0.591,0,1,0,7,9,0.778,2,3,5,1,1,0,1,1,33,23.9
LeBron James,32-076,F-G,3/16/17,CLE,UTA,1,38,13,20,0.65,11,15,0.733,2,5,0.4,5,10,0.5,0,10,10,6,2,1,6,0,33,26.1
Brook Lopez,28-299,C,1/25/17,BRK,MIA,1,33,11,23,0.478,4,9,0.444,7,14,0.5,4,4,1,0,4,4,3,0,0,2,4,33,21
Russell Westbrook,28-053,G,1/4/17,OKC,CHO,1,34,10,31,0.323,8,19,0.421,2,12,0.167,11,13,0.846,3,12,15,8,2,1,4,5,33,22.5
Brook Lopez,28-271,C,12/28/16,BRK,CHI,1,34,12,20,0.6,7,14,0.5,5,6,0.833,4,4,1,1,2,3,4,0,0,3,4,33,23.3
Karl-Anthony Towns,20-356,C-F,11/5/16,MIN,OKC,1,31,13,20,0.65,10,16,0.625,3,4,0.75,4,5,0.8,4,2,6,0,0,1,3,1,33,24.5
Anthony Davis,24-013,F-C,3/24/17,NOP,HOU,1,41,14,24,0.583,14,23,0.609,0,1,0,5,6,0.833,3,13,16,1,3,1,1,2,33,30
Karl-Anthony Towns,21-124,C-F,3/19/17,MIN,NOP,1,39,14,27,0.519,10,19,0.526,4,8,0.5,1,2,0.5,2,4,6,2,1,0,3,2,33,20.5
James Harden,27-080,G,11/14/16,HOU,PHI,1,33,12,20,0.6,8,12,0.667,4,8,0.5,5,5,1,1,6,7,9,1,1,5,2,33,28.5
Isaiah Thomas,28-019,G,2/26/17,BOS,DET,1,35,10,23,0.435,5,11,0.455,5,12,0.417,8,9,0.889,0,2,2,3,3,0,2,3,33,23
