,Rk,Player,Age,Pos,Date,Tm,Opp,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Binned PTS
12443,12444,Aaron Gordon,21-084,F,12/9/16,ORL,CHO,1,29,4,8,0.5,3,6,0.5,1,2,0.5,0,0,,2,1,3,2,2,0,1,1,9,8.7,0-10
12444,12445,Jerian Grant,24-093,G,1/10/17,CHI,WAS,1,25,2,5,0.4,1,4,0.25,1,1,1.0,4,4,1.0,0,2,2,6,1,0,5,1,9,6.7,0-10
12445,12446,Mike Muscala,25-193,F-C,1/10/17,ATL,BRK,0,23,3,6,0.5,2,4,0.5,1,2,0.5,2,2,1.0,0,4,4,0,1,2,0,3,9,8.4,0-10
12446,12447,Dirk Nowitzki,38-229,F,2/3/17,DAL,POR,1,32,3,9,0.33299999999999996,0,4,0.0,3,5,0.6,0,0,,0,5,5,2,0,0,0,1,9,6.4,0-10
12447,12448,DeAndre Jordan,28-165,C,1/2/17,LAC,PHO,1,31,3,6,0.5,3,6,0.5,0,0,,3,8,0.375,7,13,20,2,0,3,3,3,9,12.1,0-10
12448,12449,Kay Felder,21-232,G,11/16/16,CLE,IND,0,13,2,4,0.5,2,4,0.5,0,0,,5,6,0.833,0,3,3,2,0,0,2,1,9,6.5,0-10
12449,12450,Tyler Ulis,20-319,G,11/19/16,PHO,PHI,0,22,3,7,0.429,3,7,0.429,0,0,,3,4,0.75,0,4,4,5,4,0,0,1,9,13.2,0-10
12450,12451,Justin Hamilton,26-306,C,2/1/17,BRK,NYK,0,19,3,4,0.75,2,3,0.667,1,1,1.0,2,2,1.0,2,1,3,0,0,2,1,0,9,9.5,0-10
12451,12452,Jameer Nelson,34-271,G,11/6/16,DEN,BOS,0,36,3,7,0.429,2,4,0.5,1,3,0.33299999999999996,2,2,1.0,0,3,3,7,1,0,2,5,9,8.1,0-10
12452,12453,Jason Terry,39-085,G,12/9/16,MIL,ATL,0,20,3,5,0.6,0,0,,3,5,0.6,0,0,,1,3,4,2,0,0,1,1,9,8.3,0-10
12453,12454,Montrezl Harrell,22-296,F-C,11/17/16,HOU,POR,0,21,4,13,0.308,4,13,0.308,0,0,,1,1,1.0,4,5,9,3,0,0,2,2,9,5.1,0-10
12454,12455,Sergio Rodriguez,30-191,G,12/20/16,PHI,NOP,1,31,3,11,0.273,1,4,0.25,2,7,0.28600000000000003,1,2,0.5,0,2,2,3,1,0,0,2,9,5.0,0-10
12455,12456,Marcus Thornton,29-160,G,11/12/16,WAS,CHI,0,23,4,14,0.28600000000000003,4,10,0.4,0,4,0.0,1,1,1.0,2,2,4,1,1,0,0,0,9,4.5,0-10
12456,12457,Wayne Ellington,29-104,G,2/10/17,MIA,BRK,1,25,3,9,0.33299999999999996,0,1,0.0,3,8,0.375,0,0,,0,4,4,2,1,0,0,2,9,6.7,0-10
12457,12458,Josh Richardson,23-098,G,12/22/16,MIA,LAL,1,37,4,11,0.364,3,8,0.375,1,3,0.33299999999999996,0,0,,1,4,5,3,0,1,2,2,9,4.8,0-10
12458,12459,Cody Zeller,24-127,F-C,2/9/17,CHO,HOU,1,22,4,8,0.5,4,8,0.5,0,0,,1,1,1.0,2,2,4,1,2,0,3,3,9,5.5,0-10
12459,12460,Allen Crabbe,24-250,G-F,12/15/16,POR,DEN,0,28,2,6,0.33299999999999996,1,3,0.33299999999999996,1,3,0.33299999999999996,4,4,1.0,1,3,4,0,0,0,1,5,9,4.2,0-10
12460,12461,Bismack Biyombo,24-069,C-F,11/5/16,ORL,WAS,0,24,4,6,0.667,4,6,0.667,0,0,,1,4,0.25,3,9,12,1,0,3,1,3,9,10.6,0-10
12461,12462,C.J. Miles,29-359,G-F,4/12/17,IND,ATL,0,21,3,8,0.375,0,1,0.0,3,7,0.429,0,0,,0,2,2,1,0,0,0,1,9,5.5,0-10
12462,12463,A.J. Hammons,24-074,C,11/9/16,DAL,GSW,0,6,3,5,0.6,2,4,0.5,1,1,1.0,2,2,1.0,2,1,3,0,0,0,0,1,9,8.0,0-10
12463,12464,Elfrid Payton,22-296,G,12/14/16,ORL,LAC,0,26,4,12,0.33299999999999996,3,9,0.33299999999999996,1,3,0.33299999999999996,0,0,,0,3,3,9,2,1,1,4,9,9.5,0-10
12464,12465,Brandon Bass,31-299,F,2/23/17,LAC,GSW,0,13,3,5,0.6,3,5,0.6,0,0,,3,4,0.75,1,3,4,0,1,0,0,3,9,7.7,0-10
12465,12466,Henry Ellenson,20-086,F,4/9/17,DET,MEM,0,28,3,11,0.273,0,5,0.0,3,6,0.5,0,0,,2,7,9,2,0,0,3,1,9,4.0,0-10
12466,12467,Brook Lopez,28-330,C,2/25/17,BRK,GSW,1,31,3,13,0.231,1,7,0.14300000000000002,2,6,0.33299999999999996,1,4,0.25,0,4,4,5,1,1,4,3,9,1.1,0-10
12467,12468,Marco Belinelli,30-233,G-F,11/13/16,CHO,CLE,0,21,3,7,0.429,0,3,0.0,3,4,0.75,0,0,,0,1,1,1,1,0,0,1,9,6.9,0-10
12468,12469,Rajon Rondo,30-271,G,11/19/16,CHI,LAC,1,35,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,0,0,,4,6,10,8,2,0,3,3,9,13.7,0-10
12469,12470,P.J. Tucker,31-318,F,3/19/17,TOR,IND,0,26,4,9,0.444,3,5,0.6,1,4,0.25,0,0,,0,4,4,2,1,0,1,1,9,6.5,0-10
12470,12471,Justin Anderson,22-344,G,10/28/16,DAL,HOU,0,20,2,5,0.4,1,2,0.5,1,3,0.33299999999999996,4,6,0.667,1,2,3,0,2,1,2,0,9,7.5,0-10
12471,12472,Gerald Henderson,28-359,G,12/2/16,PHI,ORL,1,22,4,7,0.5710000000000001,3,6,0.5,1,1,1.0,0,0,,1,2,3,0,0,0,0,3,9,5.8,0-10
12472,12473,Spencer Dinwiddie,23-340,G,3/12/17,BRK,NYK,0,28,3,5,0.6,1,3,0.33299999999999996,2,2,1.0,1,2,0.5,1,1,2,6,1,1,0,1,9,12.8,0-10
12473,12474,Bobby Portis,22-039,F,3/21/17,CHI,TOR,0,21,3,8,0.375,2,4,0.5,1,4,0.25,2,2,1.0,0,5,5,0,0,0,0,3,9,4.9,0-10
12474,12475,Jaylen Brown,20-096,F,1/28/17,BOS,MIL,1,28,3,9,0.33299999999999996,2,6,0.33299999999999996,1,3,0.33299999999999996,2,2,1.0,1,7,8,1,2,1,1,3,9,7.9,0-10
12475,12476,JaVale McGee,29-064,C,3/24/17,GSW,SAC,0,12,3,5,0.6,3,5,0.6,0,0,,3,3,1.0,6,4,10,1,1,0,1,1,9,12.4,0-10
12476,12477,Alex Len,23-150,C,11/13/16,PHO,GSW,1,18,4,5,0.8,4,5,0.8,0,0,,1,1,1.0,1,5,6,3,0,0,3,5,9,6.4,0-10
12477,12478,Luc Mbah a Moute,30-202,F,3/30/17,LAC,PHO,1,32,3,5,0.6,1,3,0.33299999999999996,2,2,1.0,1,2,0.5,0,1,1,0,1,0,2,0,9,5.6,0-10
12478,12479,Aaron Gordon,21-070,F,11/25/16,ORL,WAS,0,25,4,10,0.4,3,6,0.5,1,4,0.25,0,2,0.0,3,4,7,1,0,0,2,1,9,4.4,0-10
12479,12480,Pau Gasol,36-140,F-C,11/23/16,SAS,CHO,1,30,4,8,0.5,3,6,0.5,1,2,0.5,0,0,,1,7,8,5,3,1,0,0,9,15.0,0-10
12480,12481,Tarik Black,25-040,C-F,1/1/17,LAL,TOR,0,14,2,6,0.33299999999999996,2,6,0.33299999999999996,0,0,,5,5,1.0,3,6,9,0,0,0,0,3,9,8.3,0-10
12481,12482,Jameer Nelson,34-315,G,12/20/16,DEN,LAC,0,22,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,0,0,,0,1,1,6,0,0,3,4,9,5.6,0-10
12482,12483,Iman Shumpert,26-251,G,3/4/17,CLE,MIA,1,27,3,7,0.429,2,5,0.4,1,2,0.5,2,2,1.0,0,0,0,2,1,0,1,0,9,6.7,0-10
12483,12484,Mike Muscala,25-188,F-C,1/5/17,ATL,NOP,0,20,4,9,0.444,3,8,0.375,1,1,1.0,0,0,,4,2,6,0,1,1,0,1,9,9.0,0-10
12484,12485,Sasha Vujacic,33-023,G,3/31/17,NYK,MIA,1,36,4,12,0.33299999999999996,3,7,0.429,1,5,0.2,0,0,,1,3,4,7,1,0,1,3,9,7.5,0-10
12485,12486,Terrence Ross,25-307,F-G,12/8/16,TOR,MIN,0,16,3,7,0.429,2,2,1.0,1,5,0.2,2,2,1.0,0,0,0,1,2,0,0,1,9,7.6,0-10
12486,12487,Marcus Smart,22-334,G,2/3/17,BOS,LAL,0,32,3,10,0.3,1,5,0.2,2,5,0.4,1,2,0.5,0,3,3,7,5,0,4,1,9,9.2,0-10
12487,12488,Danny Green,29-260,G-F,3/9/17,SAS,OKC,1,28,3,5,0.6,1,1,1.0,2,4,0.5,1,1,1.0,0,2,2,3,2,2,4,2,9,8.0,0-10
12488,12489,Isaiah Whitehead,22-018,G,3/26/17,BRK,ATL,0,26,4,7,0.5710000000000001,4,6,0.667,0,1,0.0,1,2,0.5,1,1,2,3,3,1,1,1,9,10.7,0-10
12489,12490,Andrew Harrison,22-054,G,12/21/16,MEM,DET,0,27,1,1,1.0,0,0,,1,1,1.0,6,6,1.0,1,3,4,6,0,0,1,3,9,12.3,0-10
12490,12491,Allen Crabbe,24-255,G-F,12/20/16,POR,SAC,0,36,4,7,0.5710000000000001,4,6,0.667,0,1,0.0,1,2,0.5,0,0,0,0,0,0,2,2,9,2.5,0-10
12491,12492,Wesley Johnson,29-196,F-G,1/23/17,LAC,ATL,0,19,4,7,0.5710000000000001,3,5,0.6,1,2,0.5,0,0,,2,6,8,2,1,0,0,0,9,11.3,0-10
12492,12493,DeAndre Jordan,28-163,C,12/31/16,LAC,OKC,1,27,4,5,0.8,4,5,0.8,0,0,,1,2,0.5,3,8,11,2,0,3,3,4,9,10.1,0-10
12493,12494,Amir Johnson,29-336,F,4/2/17,BOS,NYK,1,20,4,5,0.8,3,4,0.75,1,1,1.0,0,0,,1,2,3,0,0,0,3,3,9,4.2,0-10
12494,12495,Amir Johnson,29-197,F,11/14/16,BOS,NOP,1,27,3,7,0.429,2,4,0.5,1,3,0.33299999999999996,2,2,1.0,2,3,5,4,0,0,0,6,9,8.0,0-10
12495,12496,Nikola Jokic,21-261,C-F,11/6/16,DEN,BOS,1,22,4,5,0.8,4,4,1.0,0,1,0.0,1,1,1.0,0,5,5,2,1,1,1,2,9,9.9,0-10
12496,12497,Andre Drummond,23-129,C,12/17/16,DET,IND,1,35,4,11,0.364,4,11,0.364,0,0,,1,4,0.25,7,8,15,0,2,1,2,4,9,8.1,0-10
12497,12498,Dario Saric,22-363,F,4/6/17,PHI,CHI,1,22,3,8,0.375,2,5,0.4,1,3,0.33299999999999996,2,4,0.5,1,9,10,1,1,1,2,0,9,7.6,0-10
12498,12499,Tony Snell,25-009,G-F,11/19/16,MIL,GSW,1,29,4,7,0.5710000000000001,3,5,0.6,1,2,0.5,0,0,,0,6,6,1,0,0,2,3,9,5.0,0-10
12499,12500,P.J. Tucker,31-335,F,4/5/17,TOR,DET,0,28,3,4,0.75,0,0,,3,4,0.75,0,0,,0,5,5,1,1,0,1,0,9,9.6,0-10
12500,12501,Kyle O'Quinn,26-336,F-C,2/25/17,NYK,PHI,0,25,3,6,0.5,3,6,0.5,0,0,,3,4,0.75,3,2,5,5,5,2,1,3,9,16.0,0-10
12501,12502,Leandro Barbosa,33-338,G,10/31/16,PHO,LAC,0,13,4,5,0.8,3,3,1.0,1,2,0.5,0,0,,0,2,2,1,1,0,0,1,9,9.0,0-10
12502,12503,Cody Zeller,24-085,F-C,12/29/16,CHO,MIA,1,33,3,4,0.75,3,4,0.75,0,0,,3,6,0.5,2,5,7,2,1,1,2,3,9,9.0,0-10
12503,12504,Chandler Parsons,28-014,F,11/8/16,MEM,DEN,1,21,4,8,0.5,4,5,0.8,0,3,0.0,1,1,1.0,0,3,3,2,1,0,2,2,9,5.5,0-10
12504,12505,Andrew Harrison,22-002,G,10/30/16,MEM,WAS,0,30,3,8,0.375,2,4,0.5,1,4,0.25,2,3,0.667,1,0,1,3,0,0,0,5,9,5.0,0-10
12505,12506,Nicolas Brussino,24-034,G-F,4/5/17,DAL,LAC,0,9,3,7,0.429,1,3,0.33299999999999996,2,4,0.5,1,1,1.0,2,2,4,1,0,1,1,0,9,7.7,0-10
12506,12507,Michael Kidd-Gilchrist,23-060,F,11/25/16,CHO,NYK,1,29,4,6,0.667,4,6,0.667,0,0,,1,2,0.5,0,2,2,1,0,1,2,2,9,5.2,0-10
12507,12508,Nicolas Batum,28-109,F-G,4/2/17,CHO,OKC,1,31,3,8,0.375,2,4,0.5,1,4,0.25,2,2,1.0,0,7,7,8,3,0,1,1,9,13.9,0-10
12508,12509,Evan Turner,28-060,G,12/26/16,POR,TOR,0,27,3,9,0.33299999999999996,2,6,0.33299999999999996,1,3,0.33299999999999996,2,2,1.0,0,3,3,5,2,0,5,1,9,4.9,0-10
12509,12510,Evan Fournier,24-098,G-F,2/4/17,ORL,ATL,1,32,3,12,0.25,3,9,0.33299999999999996,0,3,0.0,3,3,1.0,2,2,4,3,1,0,4,0,9,2.9,0-10
12510,12511,Nicolas Batum,28-022,F-G,1/5/17,CHO,DET,1,25,1,8,0.125,1,6,0.16699999999999998,0,2,0.0,7,7,1.0,0,4,4,5,0,0,2,2,9,5.7,0-10
12511,12512,Brandon Rush,31-218,G-F,2/10/17,MIN,NOP,1,25,3,7,0.429,1,2,0.5,2,5,0.4,1,2,0.5,0,3,3,1,0,0,0,2,9,5.7,0-10
12512,12513,Rondae Hollis-Jefferson,21-348,F,12/16/16,BRK,ORL,0,19,3,3,1.0,3,3,1.0,0,0,,3,4,0.75,1,4,5,0,0,0,0,1,9,9.2,0-10
12513,12514,Jae Crowder,26-177,F,12/30/16,BOS,MIA,1,31,3,8,0.375,0,2,0.0,3,6,0.5,0,0,,0,2,2,6,1,0,1,1,9,9.0,0-10
12514,12515,Rodney McGruder,25-252,G,4/7/17,MIA,TOR,1,27,4,9,0.444,4,7,0.5710000000000001,0,2,0.0,1,1,1.0,2,3,5,2,0,0,3,1,9,4.6,0-10
12515,12516,Steven Adams,23-258,C,4/4/17,OKC,MIL,1,24,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,1,2,0.5,4,1,5,1,0,0,1,2,9,7.3,0-10
12516,12517,Domantas Sabonis,20-228,F,12/17/16,OKC,PHO,1,24,3,9,0.33299999999999996,2,8,0.25,1,1,1.0,2,4,0.5,0,4,4,0,1,1,1,3,9,3.8,0-10
12517,12518,Derrick Williams,25-282,F,3/3/17,CLE,ATL,0,18,3,5,0.6,0,1,0.0,3,4,0.75,0,0,,0,1,1,1,1,1,1,1,9,8.0,0-10
12518,12519,Al-Farouq Aminu,26-186,F,3/26/17,POR,LAL,0,26,3,6,0.5,2,4,0.5,1,2,0.5,2,3,0.667,1,9,10,4,0,1,1,2,9,10.7,0-10
12519,12520,JaVale McGee,28-349,C,1/2/17,GSW,DEN,0,9,4,4,1.0,4,4,1.0,0,0,,1,3,0.33299999999999996,1,3,4,0,1,0,0,0,9,9.6,0-10
12520,12521,Brandon Ingram,19-054,F,10/26/16,LAL,HOU,0,24,4,6,0.667,3,4,0.75,1,2,0.5,0,0,,0,3,3,0,0,0,1,0,9,6.3,0-10
12521,12522,Trey Lyles,21-033,F,12/8/16,UTA,GSW,0,23,4,13,0.308,3,7,0.429,1,6,0.16699999999999998,0,0,,2,4,6,2,1,0,2,4,9,2.9,0-10
12522,12523,Mike Conley,29-071,G,12/21/16,MEM,DET,1,24,3,10,0.3,0,3,0.0,3,7,0.429,0,0,,0,5,5,4,2,0,1,4,9,6.9,0-10
12523,12524,Justin Anderson,23-084,G,2/11/17,DAL,ORL,0,17,3,5,0.6,3,3,1.0,0,2,0.0,3,4,0.75,0,3,3,1,1,0,3,0,9,5.9,0-10
12524,12525,Mirza Teletovic,31-093,F,12/20/16,MIL,CLE,0,19,4,9,0.444,3,4,0.75,1,5,0.2,0,0,,1,4,5,0,0,0,1,2,9,4.4,0-10
12525,12526,Cory Joseph,25-225,G,4/2/17,TOR,PHI,1,32,4,9,0.444,3,6,0.5,1,3,0.33299999999999996,0,2,0.0,0,5,5,6,1,0,3,1,9,6.8,0-10
12526,12527,Manu Ginobili,39-099,G,11/4/16,SAS,UTA,0,14,4,7,0.5710000000000001,3,6,0.5,1,1,1.0,0,0,,0,3,3,0,0,1,1,2,9,5.5,0-10
12527,12528,Caris LeVert,22-219,G-F,4/1/17,BRK,ORL,1,20,4,8,0.5,3,4,0.75,1,4,0.25,0,0,,0,3,3,0,0,0,0,1,9,5.5,0-10
12528,12529,Giannis Antetokounmpo,22-083,F-G,2/27/17,MIL,CLE,1,42,4,13,0.308,4,11,0.364,0,2,0.0,1,4,0.25,0,7,7,8,0,1,3,3,9,4.5,0-10
12529,12530,Kelly Olynyk,25-346,C-F,3/31/17,BOS,ORL,0,16,3,7,0.429,2,5,0.4,1,2,0.5,2,2,1.0,2,2,4,2,1,0,0,4,9,8.1,0-10
12530,12531,Marquese Chriss,19-248,F,3/7/17,PHO,WAS,1,26,3,5,0.6,1,3,0.33299999999999996,2,2,1.0,1,2,0.5,2,3,5,0,1,1,1,6,9,6.9,0-10
12531,12532,Norman Powell,23-300,G,3/21/17,TOR,CHI,0,17,3,9,0.33299999999999996,3,7,0.429,0,2,0.0,3,5,0.6,1,1,2,1,0,0,1,0,9,3.8,0-10
12532,12533,Marcin Gortat,32-297,C-F,12/10/16,WAS,MIL,1,35,4,8,0.5,4,8,0.5,0,0,,1,2,0.5,7,7,14,2,0,0,2,2,9,10.2,0-10
12533,12534,Tyson Chandler,34-035,C,11/6/16,PHO,LAL,1,30,4,4,1.0,4,4,1.0,0,0,,1,2,0.5,2,10,12,0,3,0,3,2,9,11.0,0-10
12534,12535,Otto Porter,23-192,F,12/12/16,WAS,MIA,1,37,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,0,1,0.0,0,4,4,0,0,0,1,2,9,4.7,0-10
12535,12536,Beno Udrih,34-130,G,11/12/16,DET,DEN,0,18,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,0,0,,0,0,0,5,0,0,0,0,9,9.2,0-10
12536,12537,Cody Zeller,24-187,F-C,4/10/17,CHO,MIL,1,27,3,8,0.375,3,8,0.375,0,0,,3,3,1.0,0,6,6,1,0,1,1,2,9,6.0,0-10
12537,12538,Elfrid Payton,23-001,G,2/23/17,ORL,POR,1,22,4,8,0.5,4,7,0.5710000000000001,0,1,0.0,1,4,0.25,1,1,2,3,0,1,4,1,9,3.2,0-10
12538,12539,Devin Harris,33-352,G,2/13/17,DAL,BOS,0,19,2,6,0.33299999999999996,1,3,0.33299999999999996,1,3,0.33299999999999996,4,5,0.8,0,1,1,0,0,0,1,0,9,4.5,0-10
12539,12540,Meyers Leonard,24-284,C-F,12/7/16,POR,MIL,0,15,3,6,0.5,0,1,0.0,3,5,0.6,0,0,,0,3,3,1,0,1,0,4,9,6.7,0-10
12540,12541,Kyle Korver,35-265,G-F,12/7/16,ATL,MIA,0,34,3,9,0.33299999999999996,1,3,0.33299999999999996,2,6,0.33299999999999996,1,1,1.0,0,3,3,5,0,0,1,3,9,6.1,0-10
12541,12542,J.J. Redick,32-128,G,10/30/16,LAC,UTA,1,28,4,8,0.5,3,5,0.6,1,3,0.33299999999999996,0,0,,0,0,0,0,2,0,0,2,9,6.2,0-10
12542,12543,Thabo Sefolosha,32-310,G-F,3/8/17,ATL,BRK,1,31,4,8,0.5,4,5,0.8,0,3,0.0,1,2,0.5,1,7,8,3,3,1,1,4,9,10.6,0-10
12543,12544,Tobias Harris,24-129,F,11/21/16,DET,HOU,1,21,4,8,0.5,4,7,0.5710000000000001,0,1,0.0,1,1,1.0,1,1,2,1,0,0,2,4,9,3.1,0-10
12544,12545,Justin Hamilton,26-312,C,2/7/17,BRK,CHO,0,21,3,6,0.5,2,2,1.0,1,4,0.25,2,2,1.0,2,5,7,2,1,0,0,1,9,10.9,0-10
12545,12546,Wilson Chandler,29-261,F,1/26/17,DEN,PHO,0,31,2,6,0.33299999999999996,1,5,0.2,1,1,1.0,4,5,0.8,3,6,9,5,0,0,0,2,9,11.8,0-10
12546,12547,Mirza Teletovic,31-106,F,1/2/17,MIL,OKC,0,16,3,7,0.429,1,2,0.5,2,5,0.4,1,1,1.0,0,2,2,2,0,0,0,1,9,6.9,0-10
12547,12548,Dion Waiters,24-325,G,10/30/16,MIA,SAS,1,33,3,9,0.33299999999999996,1,6,0.16699999999999998,2,3,0.667,1,2,0.5,0,2,2,3,1,1,6,3,9,0.7,0-10
12548,12549,Joe Johnson,35-141,G-F,11/17/16,UTA,CHI,0,22,3,4,0.75,2,2,1.0,1,2,0.5,2,2,1.0,0,5,5,2,0,0,1,1,9,8.9,0-10
12549,12550,Ersan Ilyasova,29-285,F,2/24/17,ATL,MIA,0,16,3,7,0.429,3,5,0.6,0,2,0.0,3,3,1.0,1,1,2,0,1,0,0,0,9,7.3,0-10
12550,12551,Al Horford,30-271,C-F,3/1/17,BOS,CLE,1,32,3,6,0.5,2,5,0.4,1,1,1.0,2,2,1.0,2,8,10,10,0,1,2,1,9,15.1,0-10
12551,12552,Kenneth Faried,27-097,F,2/24/17,DEN,BRK,1,16,3,4,0.75,3,4,0.75,0,0,,3,4,0.75,2,4,6,0,0,0,0,1,9,9.2,0-10
12552,12553,Kosta Koufos,28-022,C,3/18/17,SAC,OKC,1,23,3,8,0.375,3,8,0.375,0,0,,3,4,0.75,2,4,6,2,0,1,1,2,9,7.1,0-10
12553,12554,E'Twaun Moore,27-287,G,12/11/16,NOP,PHO,0,22,3,7,0.429,1,3,0.33299999999999996,2,4,0.5,1,2,0.5,0,2,2,0,1,0,2,3,9,3.3,0-10
12554,12555,Zach Randolph,35-157,F,12/20/16,MEM,BOS,0,21,4,14,0.28600000000000003,4,12,0.33299999999999996,0,2,0.0,1,2,0.5,2,3,5,2,0,1,0,2,9,4.0,0-10
12555,12556,Isaiah Whitehead,21-293,G,12/26/16,BRK,CHO,0,16,4,7,0.5710000000000001,3,5,0.6,1,2,0.5,0,0,,0,2,2,3,1,1,4,4,9,4.5,0-10
12556,12557,Jon Leuer,27-165,F,10/26/16,DET,TOR,0,23,3,8,0.375,2,6,0.33299999999999996,1,2,0.5,2,2,1.0,1,8,9,0,1,0,1,3,9,6.5,0-10
12557,12558,Myles Turner,20-294,F-C,1/12/17,IND,DEN,1,21,4,13,0.308,3,12,0.25,1,1,1.0,0,0,,2,4,6,0,0,1,0,5,9,2.8,0-10
12558,12559,Justin Anderson,23-037,G,12/26/16,DAL,NOP,0,13,4,6,0.667,3,4,0.75,1,2,0.5,0,0,,1,1,2,0,0,1,1,0,9,7.1,0-10
12559,12560,Stanley Johnson,20-231,F,1/15/17,DET,LAL,0,34,4,9,0.444,3,6,0.5,1,3,0.33299999999999996,0,0,,0,4,4,6,1,1,1,3,9,9.2,0-10
12560,12561,Nikola Mirotic,25-349,F,1/25/17,CHI,ATL,0,18,3,11,0.273,2,6,0.33299999999999996,1,5,0.2,2,2,1.0,0,3,3,1,0,0,2,4,9,0.5,0-10
12561,12562,Ron Baker,24-005,G,4/4/17,NYK,CHI,1,37,4,7,0.5710000000000001,3,5,0.6,1,2,0.5,0,1,0.0,0,3,3,6,1,1,4,3,9,6.9,0-10
12562,12563,Steven Adams,23-243,C,3/20/17,OKC,GSW,1,22,4,5,0.8,4,5,0.8,0,0,,1,4,0.25,1,0,1,0,0,0,2,1,9,4.2,0-10
12563,12564,Otto Porter,23-305,F,4/4/17,WAS,CHO,1,25,3,8,0.375,2,4,0.5,1,4,0.25,2,2,1.0,0,4,4,4,0,0,0,0,9,8.6,0-10
12564,12565,Jamal Murray,19-257,G,11/6/16,DEN,BOS,0,13,3,7,0.429,1,3,0.33299999999999996,2,4,0.5,1,1,1.0,0,1,1,0,0,0,0,0,9,5.6,0-10
12565,12566,Chandler Parsons,28-075,F,1/8/17,MEM,UTA,1,16,3,4,0.75,1,1,1.0,2,3,0.667,1,1,1.0,0,1,1,1,0,0,0,1,9,8.0,0-10
12566,12567,Juan Hernangomez,21-196,F,4/12/17,DEN,OKC,1,35,4,17,0.235,3,8,0.375,1,9,0.111,0,0,,0,7,7,1,0,0,1,3,9,-0.7,0-10
12567,12568,Nene Hilario,34-211,F-C,4/12/17,HOU,MIN,0,17,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,1,2,0.5,1,1,2,0,1,1,1,1,9,6.6,0-10
12568,12569,Patrick McCaw,21-123,G,2/25/17,GSW,BRK,1,25,3,7,0.429,2,2,1.0,1,5,0.2,2,2,1.0,0,4,4,1,0,2,0,1,9,8.2,0-10
12569,12570,Cory Joseph,25-205,G,3/13/17,TOR,DAL,1,26,4,10,0.4,3,6,0.5,1,4,0.25,0,0,,1,0,1,4,0,0,1,0,9,6.1,0-10
12570,12571,Justin Anderson,23-129,G,3/28/17,PHI,BRK,0,22,4,14,0.28600000000000003,3,9,0.33299999999999996,1,5,0.2,0,0,,2,5,7,1,0,2,1,2,9,4.0,0-10
12571,12572,Justin Harper,27-186,F,3/4/17,PHI,DET,0,23,4,10,0.4,3,5,0.6,1,5,0.2,0,0,,2,2,4,1,0,0,3,2,9,2.5,0-10
12572,12573,Shaun Livingston,31-115,G,1/4/17,GSW,POR,0,18,4,6,0.667,4,6,0.667,0,0,,1,1,1.0,1,3,4,1,0,0,2,0,9,6.7,0-10
12573,12574,Matthew Dellavedova,26-098,G,12/15/16,MIL,CHI,1,29,4,7,0.5710000000000001,3,6,0.5,1,1,1.0,0,0,,1,0,1,9,0,0,2,1,9,10.3,0-10
12574,12575,Terry Rozier,22-347,G,2/27/17,BOS,ATL,0,20,4,9,0.444,3,7,0.429,1,2,0.5,0,0,,1,4,5,1,0,0,2,0,9,4.9,0-10
12575,12576,Jamal Murray,19-267,G,11/16/16,DEN,PHO,0,20,3,8,0.375,0,4,0.0,3,4,0.75,0,0,,0,1,1,1,0,0,0,1,9,5.2,0-10
12576,12577,Nicolas Batum,27-362,F-G,12/10/16,CHO,CLE,1,33,4,12,0.33299999999999996,4,8,0.5,0,4,0.0,1,2,0.5,0,6,6,4,1,0,3,2,9,3.6,0-10
12577,12578,Ramon Sessions,30-268,G,1/4/17,CHO,OKC,0,15,3,5,0.6,2,3,0.667,1,2,0.5,2,3,0.667,0,2,2,3,0,0,1,0,9,8.0,0-10
12578,12579,Bojan Bogdanovic,27-357,G-F,4/10/17,WAS,DET,0,18,3,7,0.429,2,5,0.4,1,2,0.5,2,2,1.0,0,4,4,0,0,0,1,0,9,5.5,0-10
12579,12580,Al-Farouq Aminu,26-034,F,10/25/16,POR,UTA,1,28,3,6,0.5,1,3,0.33299999999999996,2,3,0.667,1,1,1.0,0,4,4,1,1,0,1,0,9,7.9,0-10
12580,12581,Alan Williams,24-063,F-C,4/1/17,PHO,POR,0,16,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,1,2,0.5,3,2,5,0,0,1,1,2,9,6.9,0-10
12581,12582,Tarik Black,25-001,C-F,11/23/16,LAL,GSW,0,15,2,9,0.222,2,8,0.25,0,1,0.0,5,6,0.833,1,4,5,0,1,0,0,4,9,4.4,0-10
12582,12583,Marquese Chriss,19-274,F,4/2/17,PHO,HOU,1,28,4,10,0.4,4,6,0.667,0,4,0.0,1,4,0.25,3,3,6,1,0,4,3,3,9,4.7,0-10
