,Rk,Player,Age,Pos,Date,Tm,Opp,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Binned PTS
131,132,Anthony Davis,23-351,F-C,2/25/17,NOP,DAL,1,39,17,34,0.5,16,30,0.5329999999999999,1,4,0.25,4,9,0.444,3,11,14,0,1,2,2,2,39,25.0,30-40
132,133,John Wall,26-186,G,3/11/17,WAS,POR,1,40,13,23,0.565,10,18,0.556,3,5,0.6,10,12,0.833,0,2,2,9,0,1,5,0,39,29.9,30-40
133,134,Karl-Anthony Towns,21-118,C-F,3/13/17,MIN,WAS,1,35,17,26,0.654,15,22,0.682,2,4,0.5,3,3,1.0,3,10,13,2,1,0,0,2,39,34.3,30-40
134,135,Anthony Davis,23-253,F-C,11/19/16,NOP,CHO,1,42,15,27,0.556,13,22,0.591,2,5,0.4,6,8,0.75,2,14,16,2,1,3,2,3,38,31.2,30-40
135,136,Isaiah Thomas,27-353,G,1/25/17,BOS,HOU,1,38,15,27,0.556,11,17,0.647,4,10,0.4,4,4,1.0,3,2,5,9,1,0,3,1,38,31.7,30-40
136,137,Lou Williams,30-039,G,12/5/16,LAL,UTA,0,34,13,27,0.48100000000000004,9,18,0.5,4,9,0.444,8,9,0.889,0,6,6,7,1,0,3,1,38,28.2,30-40
137,138,Isaiah Thomas,27-335,G,1/7/17,BOS,NOP,1,38,13,24,0.542,7,13,0.5379999999999999,6,11,0.545,6,6,1.0,1,2,3,0,2,1,1,2,38,28.6,30-40
138,139,Kentavious Caldwell-Pope,23-349,G,2/1/17,DET,NOP,1,39,12,18,0.667,4,7,0.5710000000000001,8,11,0.727,6,8,0.75,0,4,4,1,4,0,2,2,38,32.5,30-40
139,140,DeMar DeRozan,27-243,G,4/7/17,TOR,MIA,1,38,14,32,0.43799999999999994,14,31,0.452,0,1,0.0,10,11,0.909,1,5,6,2,1,1,6,1,38,19.7,30-40
140,141,Marc Gasol,31-327,C,12/21/16,MEM,DET,1,37,14,17,0.8240000000000001,12,14,0.857,2,3,0.667,8,11,0.727,0,5,5,4,2,2,3,3,38,34.0,30-40
141,142,Russell Westbrook,28-095,G,2/15/17,OKC,NYK,1,38,13,22,0.591,10,17,0.588,3,5,0.6,9,13,0.6920000000000001,3,11,14,12,3,1,6,0,38,37.7,30-40
142,143,James Harden,27-173,G,2/15/17,HOU,MIA,1,42,10,21,0.47600000000000003,6,11,0.545,4,10,0.4,14,16,0.875,3,9,12,12,0,1,4,5,38,34.4,30-40
143,144,Sean Kilpatrick,26-328,G,11/29/16,BRK,LAC,1,47,14,34,0.41200000000000003,10,22,0.455,4,12,0.33299999999999996,6,8,0.75,0,14,14,2,0,0,5,4,38,18.0,30-40
144,145,Damian Lillard,26-116,G,11/8/16,POR,PHO,1,37,12,23,0.522,9,15,0.6,3,8,0.375,11,12,0.917,2,3,5,3,0,0,4,4,38,25.1,30-40
145,146,Russell Westbrook,28-072,G,1/23/17,OKC,UTA,1,36,11,29,0.379,8,22,0.364,3,7,0.429,13,17,0.765,1,10,11,10,4,1,6,3,38,28.7,30-40
146,147,Anthony Davis,23-352,F-C,2/26/17,NOP,OKC,1,32,15,28,0.536,13,25,0.52,2,3,0.667,6,6,1.0,3,4,7,4,1,0,1,4,38,28.9,30-40
147,148,Anthony Davis,23-252,F-C,11/18/16,NOP,POR,1,37,14,22,0.636,12,17,0.706,2,5,0.4,8,10,0.8,0,9,9,6,2,4,2,2,38,36.3,30-40
148,149,Isaiah Thomas,27-362,G,2/3/17,BOS,LAL,1,38,13,24,0.542,8,13,0.615,5,11,0.455,7,7,1.0,0,2,2,4,1,0,6,2,38,24.0,30-40
149,150,James Harden,27-093,G,11/27/16,HOU,POR,1,34,11,22,0.5,6,10,0.6,5,12,0.41700000000000004,11,13,0.846,1,1,2,10,2,1,5,3,38,30.7,30-40
150,151,James Harden,27-198,G,3/12/17,HOU,CLE,1,40,13,28,0.46399999999999997,9,14,0.643,4,14,0.28600000000000003,8,12,0.667,3,7,10,11,1,1,4,2,38,30.8,30-40
151,152,James Harden,27-145,G,1/18/17,HOU,MIL,1,37,14,25,0.56,10,14,0.7140000000000001,4,11,0.364,6,6,1.0,0,6,6,8,0,2,2,2,38,32.1,30-40
152,153,James Harden,27-210,G,3/24/17,HOU,NOP,1,38,12,24,0.5,7,12,0.583,5,12,0.41700000000000004,9,11,0.818,1,6,7,17,2,1,3,2,38,38.5,30-40
153,154,Mike Conley,29-111,G,1/30/17,MEM,PHO,1,33,12,18,0.667,5,8,0.625,7,10,0.7,7,8,0.875,0,6,6,9,2,0,2,2,38,37.1,30-40
154,155,Gordon Hayward,26-362,F-G,3/20/17,UTA,IND,1,37,16,24,0.667,13,18,0.722,3,6,0.5,3,4,0.75,0,3,3,2,2,1,3,2,38,28.4,30-40
155,156,Bradley Beal,23-255,G,3/10/17,WAS,SAC,1,43,13,24,0.542,8,15,0.5329999999999999,5,9,0.556,7,7,1.0,2,8,10,3,1,1,2,1,38,31.6,30-40
156,157,LeBron James,32-063,F-G,3/3/17,CLE,ATL,1,39,14,27,0.519,8,17,0.47100000000000003,6,10,0.6,4,8,0.5,1,12,13,8,0,0,2,4,38,29.4,30-40
157,158,Isaiah Thomas,27-339,G,1/11/17,BOS,WAS,1,38,14,29,0.483,9,18,0.5,5,11,0.455,5,6,0.833,3,2,5,5,0,0,4,1,38,24.7,30-40
158,159,Kawhi Leonard,25-199,F,1/14/17,SAS,PHO,1,32,12,20,0.6,10,15,0.667,2,5,0.4,12,14,0.857,1,3,4,3,1,0,3,2,38,28.9,30-40
159,160,Devin Booker,20-005,G,11/4/16,PHO,NOP,1,41,13,22,0.591,10,15,0.667,3,7,0.429,9,9,1.0,0,4,4,3,0,0,6,6,38,22.7,30-40
160,161,DeMarcus Cousins,26-097,C-F,11/18/16,SAC,LAC,1,37,12,29,0.414,10,22,0.455,2,7,0.28600000000000003,12,14,0.857,4,9,13,7,3,1,4,4,38,30.2,30-40
161,162,Russell Westbrook,28-083,G,2/3/17,OKC,MEM,1,38,8,20,0.4,3,13,0.231,5,7,0.7140000000000001,17,17,1.0,2,11,13,12,3,0,5,2,38,37.5,30-40
162,163,Kemba Walker,26-237,G,12/31/16,CHO,CLE,1,35,13,22,0.591,10,14,0.7140000000000001,3,8,0.375,8,8,1.0,0,5,5,5,0,0,4,2,37,27.0,30-40
163,164,Damian Lillard,26-106,G,10/29/16,POR,DEN,1,41,15,28,0.536,13,20,0.65,2,8,0.25,5,5,1.0,1,4,5,7,2,1,5,2,37,27.1,30-40
164,165,Jimmy Butler,27-188,G-F,3/21/17,CHI,TOR,1,44,11,21,0.524,8,14,0.5710000000000001,3,7,0.429,12,14,0.857,2,8,10,6,1,2,0,1,37,35.9,30-40
165,166,DeMarcus Cousins,26-230,C-F,3/31/17,NOP,SAC,1,35,12,21,0.5710000000000001,7,13,0.5379999999999999,5,8,0.625,8,11,0.727,2,11,13,4,3,1,5,5,37,30.1,30-40
166,167,Karl-Anthony Towns,21-102,C-F,2/25/17,MIN,HOU,1,37,16,24,0.667,15,22,0.682,1,2,0.5,4,4,1.0,9,13,22,3,1,1,4,2,37,35.8,30-40
167,168,Isaiah Thomas,27-300,G,12/3/16,BOS,PHI,1,33,11,19,0.579,9,16,0.563,2,3,0.667,13,15,0.867,1,3,4,7,1,0,2,2,37,32.0,30-40
168,169,Zach LaVine,21-244,G,11/9/16,MIN,ORL,1,36,14,22,0.636,7,13,0.5379999999999999,7,9,0.778,2,3,0.667,0,4,4,3,1,0,0,1,37,30.7,30-40
169,170,DeMarcus Cousins,26-106,C-F,11/27/16,SAC,BRK,1,36,13,24,0.542,9,19,0.474,4,5,0.8,7,9,0.778,2,9,11,2,4,1,1,2,37,33.0,30-40
170,171,Devin Booker,20-159,G,4/7/17,PHO,OKC,1,38,13,29,0.44799999999999995,8,20,0.4,5,9,0.556,6,8,0.75,0,5,5,4,1,0,1,3,37,24.2,30-40
171,172,C.J. McCollum,25-048,G,11/6/16,POR,MEM,1,39,13,23,0.565,7,11,0.636,6,12,0.5,5,6,0.833,0,4,4,2,1,1,1,4,37,27.4,30-40
172,173,Paul George,26-341,F,4/8/17,IND,ORL,1,40,14,22,0.636,10,13,0.769,4,9,0.444,5,7,0.7140000000000001,0,7,7,6,0,0,2,2,37,29.9,30-40
173,174,DeMar DeRozan,27-094,G,11/9/16,TOR,OKC,1,39,13,22,0.591,13,20,0.65,0,2,0.0,11,15,0.733,0,4,4,6,3,0,4,2,37,28.8,30-40
174,175,John Wall,26-200,G,3/25/17,WAS,CLE,1,37,14,21,0.667,12,19,0.632,2,2,1.0,7,8,0.875,1,3,4,11,2,1,3,2,37,35.7,30-40
175,176,Paul George,26-222,F,12/10/16,IND,POR,1,36,13,27,0.48100000000000004,8,17,0.47100000000000003,5,10,0.5,6,7,0.857,1,4,5,3,3,0,2,2,37,27.1,30-40
176,177,Kevin Durant,28-031,F-G,10/30/16,GSW,PHO,1,38,10,16,0.625,8,12,0.667,2,4,0.5,15,16,0.938,0,4,4,4,4,1,4,2,37,33.3,30-40
177,178,Marcus Morris,27-179,F,2/28/17,DET,POR,1,42,13,23,0.565,10,16,0.625,3,7,0.429,8,9,0.889,3,5,8,6,0,0,0,2,37,32.7,30-40
178,179,Russell Westbrook,28-135,G,3/27/17,OKC,DAL,1,36,15,30,0.5,13,21,0.619,2,9,0.222,5,5,1.0,0,13,13,10,2,0,6,0,37,28.9,30-40
179,180,Karl-Anthony Towns,21-065,C-F,1/19/17,MIN,LAC,1,41,17,24,0.708,16,22,0.727,1,2,0.5,2,2,1.0,5,7,12,5,1,0,2,3,37,33.9,30-40
180,181,James Harden,27-101,G,12/5/16,HOU,BOS,1,35,8,14,0.5710000000000001,5,9,0.556,3,5,0.6,18,18,1.0,1,7,8,7,3,0,10,2,37,30.3,30-40
181,182,Karl-Anthony Towns,21-074,C-F,1/28/17,MIN,BRK,1,36,15,26,0.5770000000000001,13,23,0.565,2,3,0.667,5,8,0.625,4,9,13,1,1,4,2,1,37,31.2,30-40
182,183,Carmelo Anthony,32-272,F,2/25/17,NYK,PHI,1,37,15,25,0.6,13,18,0.722,2,7,0.28600000000000003,5,7,0.7140000000000001,1,5,6,2,0,1,3,4,37,24.4,30-40
183,184,Karl-Anthony Towns,21-133,C-F,3/28/17,MIN,IND,1,41,12,22,0.545,9,16,0.563,3,6,0.5,10,10,1.0,2,10,12,1,1,1,1,1,37,31.8,30-40
184,185,Paul George,26-330,F,3/28/17,IND,MIN,1,39,12,21,0.5710000000000001,8,14,0.5710000000000001,4,7,0.5710000000000001,9,9,1.0,2,5,7,2,4,1,1,2,37,34.3,30-40
185,186,Isaiah Thomas,27-356,G,1/28/17,BOS,MIL,1,41,11,21,0.524,5,10,0.5,6,11,0.545,9,9,1.0,0,3,3,8,1,0,3,3,37,30.0,30-40
186,187,Paul George,26-324,F,3/22/17,IND,BOS,1,42,11,26,0.423,6,13,0.462,5,13,0.385,10,13,0.769,1,4,5,2,3,1,5,3,37,22.8,30-40
187,188,Jimmy Butler,27-059,G-F,11/12/16,CHI,WAS,1,38,11,23,0.478,10,20,0.5,1,3,0.33299999999999996,14,14,1.0,2,6,8,9,3,0,2,2,37,35.0,30-40
188,189,DeMarcus Cousins,26-075,C-F,10/27/16,SAC,SAS,1,37,10,22,0.455,7,17,0.41200000000000003,3,5,0.6,14,16,0.875,3,13,16,2,1,0,3,3,37,29.0,30-40
189,190,Kemba Walker,26-331,G,4/4/17,CHO,WAS,1,37,13,25,0.52,7,11,0.636,6,14,0.429,5,6,0.833,0,5,5,4,2,0,2,3,37,27.4,30-40
190,191,Eric Bledsoe,27-066,G,2/13/17,PHO,NOP,1,39,11,22,0.5,8,15,0.5329999999999999,3,7,0.429,12,14,0.857,1,1,2,5,3,0,5,3,37,26.5,30-40
191,192,Anthony Davis,23-268,F-C,12/4/16,NOP,OKC,1,43,14,32,0.43799999999999994,14,31,0.452,0,1,0.0,9,11,0.818,5,10,15,2,2,4,3,3,37,27.9,30-40
192,193,DeMar DeRozan,27-204,G,2/27/17,TOR,NYK,1,37,13,25,0.52,12,22,0.545,1,3,0.33299999999999996,10,13,0.769,3,5,8,2,2,0,2,1,37,28.1,30-40
193,194,Russell Westbrook,28-029,G,12/11/16,OKC,BOS,1,36,14,26,0.5379999999999999,12,21,0.5710000000000001,2,5,0.4,7,12,0.583,3,9,12,6,2,0,7,3,37,25.2,30-40
194,195,Isaiah Thomas,27-281,G,11/14/16,BOS,NOP,1,36,13,29,0.44799999999999995,10,19,0.526,3,10,0.3,8,10,0.8,0,3,3,7,2,0,1,3,37,26.7,30-40
195,196,Paul Millsap,31-354,F,1/29/17,ATL,NYK,1,60,13,29,0.44799999999999995,10,21,0.47600000000000003,3,8,0.375,8,10,0.8,8,11,19,7,1,0,3,4,37,31.3,30-40
196,197,Gordon Hayward,26-323,F-G,2/9/17,UTA,DAL,1,43,13,27,0.48100000000000004,9,17,0.529,4,10,0.4,6,7,0.857,1,3,4,3,1,0,1,2,36,24.8,30-40
197,198,Ian Clark,26-004,G,3/11/17,GSW,SAS,0,34,15,21,0.7140000000000001,12,18,0.667,3,3,1.0,3,6,0.5,1,4,5,0,1,0,4,3,36,23.8,30-40
198,199,LeBron James,32-096,F-G,4/5/17,CLE,BOS,1,39,14,22,0.636,13,18,0.722,1,4,0.25,7,7,1.0,2,8,10,6,1,2,3,3,36,32.4,30-40
199,200,Kawhi Leonard,25-228,F,2/12/17,SAS,NYK,1,36,13,27,0.48100000000000004,12,20,0.6,1,7,0.14300000000000002,9,11,0.818,2,7,9,4,4,0,3,3,36,27.6,30-40
200,201,Andrew Wiggins,22-042,F-G,4/6/17,MIN,POR,1,40,14,27,0.519,13,22,0.591,1,5,0.2,7,9,0.778,1,7,8,3,2,0,3,2,36,25.0,30-40
201,202,Mike Conley,29-169,G,3/29/17,MEM,IND,1,38,13,21,0.619,6,9,0.667,7,12,0.583,3,3,1.0,0,3,3,6,4,0,1,1,36,34.2,30-40
202,203,Devin Booker,20-132,G,3/11/17,PHO,DAL,1,35,12,20,0.6,10,15,0.667,2,5,0.4,10,10,1.0,1,4,5,2,0,0,1,2,36,28.3,30-40
203,204,Terrence Jones,25-014,F,1/23/17,NOP,CLE,1,36,13,18,0.722,10,14,0.7140000000000001,3,4,0.75,7,10,0.7,3,8,11,1,2,3,1,1,36,35.3,30-40
204,205,Andrew Wiggins,22-029,F-G,3/24/17,MIN,LAL,1,44,14,28,0.5,9,21,0.429,5,7,0.7140000000000001,3,5,0.6,3,1,4,2,1,1,2,6,36,22.3,30-40
205,206,DeMar DeRozan,27-154,G,1/8/17,TOR,HOU,1,39,13,21,0.619,13,21,0.619,0,0,,10,10,1.0,0,6,6,5,0,1,6,4,36,24.9,30-40
206,207,Klay Thompson,27-002,G,2/10/17,GSW,MEM,1,38,13,23,0.565,5,8,0.625,8,15,0.5329999999999999,2,2,1.0,0,1,1,3,0,0,1,5,36,24.5,30-40
207,208,Karl-Anthony Towns,21-087,C-F,2/10/17,MIN,NOP,1,38,13,22,0.591,12,17,0.706,1,5,0.2,9,9,1.0,4,4,8,1,0,0,4,5,36,24.5,30-40
208,209,Damian Lillard,26-243,G,3/15/17,POR,SAS,1,34,12,22,0.545,9,14,0.643,3,8,0.375,9,9,1.0,1,2,3,4,2,0,2,0,36,29.5,30-40
209,210,Marc Gasol,31-314,C,12/8/16,MEM,POR,1,34,13,24,0.542,9,18,0.5,4,6,0.667,6,9,0.667,2,7,9,2,0,0,2,3,36,24.9,30-40
210,211,Tim Hardaway,24-352,G,3/3/17,ATL,CLE,0,35,13,20,0.65,8,11,0.727,5,9,0.556,5,6,0.833,1,1,2,2,0,0,1,0,36,28.2,30-40
211,212,Russell Westbrook,28-013,G,11/25/16,OKC,DEN,1,41,9,25,0.36,6,21,0.28600000000000003,3,4,0.75,15,17,0.882,1,10,11,17,0,1,7,3,36,29.4,30-40
212,213,DeMar DeRozan,27-153,G,1/7/17,TOR,CHI,1,43,10,23,0.435,10,22,0.455,0,1,0.0,16,17,0.941,1,7,8,2,2,1,2,3,36,27.2,30-40
213,214,DeMarcus Cousins,26-113,C-F,12/4/16,SAC,NYK,1,43,9,31,0.29,5,21,0.23800000000000002,4,10,0.4,14,16,0.875,5,8,13,4,1,3,2,0,36,26.9,30-40
214,215,LeBron James,32-007,F-G,1/6/17,CLE,BRK,1,35,14,20,0.7,14,19,0.737,0,1,0.0,8,10,0.8,0,9,9,6,3,0,5,2,36,30.9,30-40
215,216,Paul George,26-308,F,3/6/17,IND,CHO,1,36,15,25,0.6,9,11,0.818,6,14,0.429,0,0,,0,10,10,5,0,0,6,4,36,23.4,30-40
216,217,Damian Lillard,26-119,G,11/11/16,POR,SAC,1,42,12,19,0.632,7,9,0.778,5,10,0.5,7,9,0.778,0,1,1,7,0,0,5,1,36,26.5,30-40
217,218,Russell Westbrook,27-363,G,11/9/16,OKC,TOR,1,39,9,26,0.34600000000000003,6,14,0.429,3,12,0.25,15,18,0.833,2,5,7,7,1,2,8,2,36,21.6,30-40
218,219,C.J. McCollum,25-092,G,12/20/16,POR,SAC,1,39,13,22,0.591,11,15,0.733,2,7,0.28600000000000003,8,10,0.8,1,1,2,4,0,1,2,3,36,26.3,30-40
219,220,James Harden,27-108,G,12/12/16,HOU,BRK,1,39,12,27,0.444,8,16,0.5,4,11,0.364,8,12,0.667,3,5,8,11,2,0,4,3,36,28.4,30-40
220,221,Jimmy Butler,27-191,G-F,3/24/17,CHI,PHI,1,42,10,24,0.41700000000000004,10,23,0.435,0,1,0.0,16,21,0.762,3,4,7,11,3,0,0,1,36,34.8,30-40
221,222,Kyle Lowry,30-273,G,12/23/16,TOR,UTA,1,33,15,20,0.75,11,12,0.917,4,8,0.5,2,3,0.667,0,4,4,5,2,0,4,2,36,29.5,30-40
222,223,Wilson Chandler,29-300,F,3/6/17,DEN,SAC,1,43,13,23,0.565,8,13,0.615,5,10,0.5,5,7,0.7140000000000001,2,9,11,4,2,1,5,3,36,27.7,30-40
223,224,DeMar DeRozan,27-163,G,1/17/17,TOR,BRK,1,37,13,28,0.46399999999999997,13,28,0.46399999999999997,0,0,,10,10,1.0,2,9,11,6,1,0,3,2,36,27.1,30-40
224,225,Anthony Davis,23-309,F-C,1/14/17,NOP,CHI,1,39,14,23,0.609,14,23,0.609,0,0,,8,10,0.8,3,11,14,2,1,3,3,3,36,30.4,30-40
225,226,Anthony Davis,23-302,F-C,1/7/17,NOP,BOS,1,38,14,21,0.667,13,20,0.65,1,1,1.0,7,9,0.778,3,13,16,2,0,2,3,0,36,31.9,30-40
226,227,Andrew Wiggins,21-259,F-G,11/8/16,MIN,BRK,1,41,13,29,0.44799999999999995,7,22,0.318,6,7,0.857,4,8,0.5,5,3,8,2,1,0,4,2,36,21.3,30-40
227,228,DeMar DeRozan,27-232,G,3/27/17,TOR,ORL,1,36,13,21,0.619,12,20,0.6,1,1,1.0,9,14,0.643,0,2,2,3,0,0,2,3,36,24.0,30-40
228,229,Blake Griffin,28-016,F,4/1/17,LAC,LAL,1,40,12,15,0.8,8,8,1.0,4,7,0.5710000000000001,8,9,0.889,2,6,8,5,1,0,2,5,36,33.6,30-40
229,230,Anthony Davis,24-016,F-C,3/27/17,NOP,UTA,1,41,12,23,0.522,11,21,0.524,1,2,0.5,11,14,0.7859999999999999,1,16,17,3,3,3,1,1,36,34.8,30-40
230,231,Russell Westbrook,28-064,G,1/15/17,OKC,SAC,1,36,11,21,0.524,7,16,0.43799999999999994,4,5,0.8,10,11,0.909,2,9,11,10,4,0,7,1,36,33.0,30-40
231,232,Anthony Davis,23-324,F-C,1/29/17,NOP,WAS,1,40,15,25,0.6,14,23,0.609,1,2,0.5,5,6,0.833,2,15,17,3,3,2,6,2,36,29.7,30-40
232,233,Anthony Davis,23-261,F-C,11/27/16,NOP,DAL,1,40,12,22,0.545,12,21,0.5710000000000001,0,1,0.0,12,14,0.857,3,10,13,3,1,1,2,3,36,30.3,30-40
233,234,DeMarcus Cousins,26-102,C-F,11/23/16,SAC,OKC,1,35,14,28,0.5,11,23,0.478,3,5,0.6,5,6,0.833,2,11,13,2,0,0,2,3,36,24.5,30-40
234,235,Kevin Durant,28-087,F-G,12/25/16,GSW,CLE,1,38,11,23,0.478,9,15,0.6,2,8,0.25,12,12,1.0,0,15,15,3,1,1,0,2,36,31.8,30-40
235,236,DeMarcus Cousins,26-107,C-F,11/28/16,SAC,WAS,1,40,16,34,0.47100000000000003,15,28,0.536,1,6,0.16699999999999998,3,10,0.3,4,16,20,4,2,1,5,5,36,21.9,30-40
236,237,Brook Lopez,28-320,C,2/15/17,BRK,MIL,1,35,12,20,0.6,6,10,0.6,6,10,0.6,6,8,0.75,2,2,4,1,1,8,0,2,36,34.5,30-40
237,238,Marcus Morris,27-154,F,2/3/17,DET,MIN,1,38,12,19,0.632,7,10,0.7,5,9,0.556,7,11,0.636,2,3,5,2,1,0,2,1,36,28.2,30-40
238,239,Kawhi Leonard,25-216,F,1/31/17,SAS,OKC,1,36,13,26,0.5,12,22,0.545,1,4,0.25,9,11,0.818,1,7,8,4,0,2,3,0,36,26.2,30-40
239,240,John Wall,26-113,G,12/28/16,WAS,IND,1,39,11,19,0.579,9,16,0.563,2,3,0.667,12,13,0.9229999999999999,2,9,11,9,2,0,5,4,36,32.5,30-40
240,241,Jordan Clarkson,24-290,G,3/24/17,LAL,MIN,1,47,13,20,0.65,5,10,0.5,8,10,0.8,1,1,1.0,0,2,2,5,0,0,1,3,35,28.1,30-40
241,242,Russell Westbrook,28-018,G,11/30/16,OKC,WAS,1,41,12,35,0.34299999999999997,11,29,0.379,1,6,0.16699999999999998,10,10,1.0,4,10,14,11,2,0,5,3,35,24.6,30-40
242,243,Carmelo Anthony,32-180,F,11/25/16,NYK,CHO,1,41,14,25,0.56,11,19,0.579,3,6,0.5,4,4,1.0,1,12,13,5,2,1,2,2,35,30.8,30-40
243,244,Eric Bledsoe,26-354,G,11/27/16,PHO,DEN,1,40,10,23,0.435,6,15,0.4,4,8,0.5,11,11,1.0,0,6,6,6,2,2,3,3,35,28.1,30-40
244,245,DeMar DeRozan,27-245,G,4/9/17,TOR,NYK,1,29,11,15,0.733,11,15,0.733,0,0,,13,15,0.867,0,2,2,0,0,0,2,2,35,25.9,30-40
245,246,C.J. McCollum,25-124,G,1/21/17,POR,BOS,1,46,11,21,0.524,8,15,0.5329999999999999,3,6,0.5,10,13,0.769,0,2,2,3,3,0,0,2,35,28.4,30-40
246,247,Stephen Curry,28-346,G,2/23/17,GSW,LAC,1,32,10,16,0.625,4,6,0.667,6,10,0.6,9,10,0.9,1,6,7,5,4,0,4,5,35,31.4,30-40
247,248,Karl-Anthony Towns,21-083,C-F,2/6/17,MIN,MIA,1,38,13,20,0.65,11,17,0.647,2,3,0.667,7,10,0.7,4,4,8,0,2,1,2,4,35,28.1,30-40
248,249,Carmelo Anthony,32-205,F,12/20/16,NYK,IND,1,37,13,25,0.52,6,14,0.429,7,11,0.636,2,2,1.0,0,4,4,4,2,0,0,3,35,27.5,30-40
249,250,Bradley Beal,23-197,G,1/11/17,WAS,BOS,1,37,13,26,0.5,7,16,0.43799999999999994,6,10,0.6,3,4,0.75,2,0,2,4,1,1,2,4,35,23.9,30-40
250,251,Kawhi Leonard,25-118,F,10/25/16,SAS,GSW,1,32,10,21,0.47600000000000003,10,18,0.556,0,3,0.0,15,15,1.0,3,2,5,3,5,0,2,1,35,31.7,30-40
251,252,Stephen Curry,28-247,G,11/16/16,GSW,TOR,1,37,10,19,0.526,7,10,0.7,3,9,0.33299999999999996,12,13,0.9229999999999999,2,1,3,7,1,0,3,3,35,28.7,30-40
252,253,DeMarcus Cousins,26-168,C-F,1/28/17,SAC,CHO,1,34,13,22,0.591,11,20,0.55,2,2,1.0,7,9,0.778,7,11,18,4,0,1,2,4,35,32.1,30-40
253,254,James Harden,27-226,G,4/9/17,HOU,SAC,1,36,9,22,0.409,4,9,0.444,5,13,0.385,12,13,0.9229999999999999,0,11,11,15,1,0,10,2,35,26.8,30-40
254,255,Isaiah Thomas,28-026,G,3/5/17,BOS,PHO,1,32,10,25,0.4,5,13,0.385,5,12,0.41700000000000004,10,11,0.909,0,2,2,5,2,0,1,4,35,24.6,30-40
255,256,Anthony Davis,23-279,F-C,12/15/16,NOP,IND,1,39,11,24,0.45799999999999996,9,21,0.429,2,3,0.667,11,15,0.733,2,14,16,0,0,5,4,2,35,25.3,30-40
256,257,Isaiah Thomas,28-058,G,4/6/17,BOS,ATL,1,35,10,21,0.47600000000000003,6,13,0.462,4,8,0.5,11,13,0.846,3,2,5,4,0,1,3,3,35,25.5,30-40
257,258,Isaiah Thomas,28-052,G,3/31/17,BOS,ORL,1,36,10,23,0.435,6,13,0.462,4,10,0.4,11,13,0.846,1,2,3,7,1,1,3,1,35,26.6,30-40
258,259,Will Barton,26-069,G,3/16/17,DEN,LAC,0,36,12,18,0.667,5,8,0.625,7,10,0.7,4,5,0.8,2,3,5,3,1,0,2,1,35,29.8,30-40
259,260,C.J. McCollum,25-111,G,1/8/17,POR,DET,1,44,16,28,0.5710000000000001,13,19,0.684,3,9,0.33299999999999996,0,0,,0,3,3,6,1,1,1,0,35,27.6,30-40
260,261,Carmelo Anthony,32-191,F,12/6/16,NYK,MIA,1,36,13,27,0.48100000000000004,10,18,0.556,3,9,0.33299999999999996,6,7,0.857,1,2,3,2,0,1,1,2,35,22.5,30-40
261,262,Andrew Wiggins,21-268,F-G,11/17/16,MIN,PHI,1,38,14,20,0.7,11,14,0.7859999999999999,3,6,0.5,4,4,1.0,4,6,10,4,1,0,3,0,35,32.0,30-40
262,263,Anthony Davis,23-235,F-C,11/1/16,NOP,MIL,1,37,9,21,0.429,9,18,0.5,0,3,0.0,17,18,0.9440000000000001,3,12,15,2,3,3,1,2,35,33.9,30-40
263,264,C.J. McCollum,25-107,G,1/4/17,POR,GSW,1,38,13,31,0.419,9,20,0.45,4,11,0.364,5,5,1.0,2,7,9,5,0,2,5,4,35,20.3,30-40
264,265,Giannis Antetokounmpo,22-025,F-G,12/31/16,MIL,CHI,1,41,13,19,0.684,12,18,0.667,1,1,1.0,8,11,0.727,3,6,9,8,2,7,4,2,35,37.3,30-40
265,266,Paul George,26-337,F,4/4/17,IND,TOR,1,40,12,25,0.48,7,15,0.467,5,10,0.5,6,6,1.0,2,8,10,3,2,0,3,2,35,26.4,30-40
266,267,Russell Westbrook,27-356,G,11/2/16,OKC,LAC,1,33,14,30,0.467,14,23,0.609,0,7,0.0,7,9,0.778,1,5,6,5,3,0,10,4,35,15.9,30-40
267,268,Isaiah Thomas,27-344,G,1/16/17,BOS,CHO,1,31,14,25,0.56,7,10,0.7,7,15,0.467,0,0,,1,4,5,4,0,0,3,1,35,24.4,30-40
268,269,Deron Williams,32-288,G,4/10/17,CLE,MIA,1,46,14,25,0.56,9,16,0.563,5,9,0.556,2,4,0.5,0,7,7,9,1,1,10,3,35,21.2,30-40
269,270,Dwyane Wade,34-292,G,11/4/16,CHI,NYK,1,33,12,20,0.6,7,13,0.5379999999999999,5,7,0.7140000000000001,6,8,0.75,2,8,10,1,0,0,3,3,35,25.3,30-40
270,271,Rudy Gobert,24-269,C,3/22/17,UTA,NYK,1,38,13,15,0.867,13,15,0.867,0,0,,9,12,0.75,13,2,15,1,1,4,3,2,35,38.9,30-40
271,272,Klay Thompson,27-007,G,2/15/17,GSW,SAC,1,31,12,18,0.667,5,6,0.833,7,12,0.583,4,7,0.5710000000000001,2,3,5,4,2,0,0,1,35,32.7,30-40
